,Algorithm,RWC_pre,RWC_post,GMCK_pre,GMCK_post,ForceAtlas_pre,ForceAtlas_post,Original_edges,New_edges,Number_edges_added,Percentage_edges_added
0,BETWEENNESS,,,0.2817,0.2727,,,16471,16553,82,0.005
1,EFFECTIVE_SIZE,,,0.2817,0.2738,,,16471,16553,82,0.005
2,JACCARD_COEFFICIENT,,,0.2817,0.2776,,,16471,16553,82,0.005
3,ADAMIC_ADAR,,,0.2817,0.273,,,16471,16553,82,0.005
4,RESOURCE_ALLOCATION,,,0.2817,0.2763,,,16471,16553,82,0.005
5,PREFERENTIAL_ATTACHMENT,,,0.2817,0.275,,,16471,16553,82,0.005
