,Algorithm,RWC_pre,RWC_post,GMCK_pre,GMCK_post,ForceAtlas_pre,ForceAtlas_post,Original_edges,New_edges,Number_edges_added,Percentage_edges_added
0,BETWEENNESS,0.5063,0.4926,-0.1066,-0.1462,0.2911,0.2848,91356,92356,1000,0.0001
1,EFFECTIVE_SIZE,0.5063,0.4932,-0.1066,-0.0435,0.2911,0.294,91356,92356,1000,0.0001
2,JACCARD_COEFFICIENT,0.5063,0.501,-0.1066,-0.1085,0.2911,0.2819,91356,92356,1000,0.0001
3,ADAMIC_ADAR,0.5063,0.4874,-0.1066,-0.1129,0.2911,0.2939,91356,92356,1000,0.0001
4,RESOURCE_ALLOCATION,0.5063,0.486,-0.1066,-0.1164,0.2911,0.2964,91356,92356,1000,0.0001
5,PREFERENTIAL_ATTACHMENT,0.5063,0.4844,-0.1066,-0.1157,0.2911,0.2888,91356,92356,1000,0.0001
