,Algorithm,RWC_pre,RWC_post,GMCK_pre,GMCK_post,ForceAtlas_pre,ForceAtlas_post,Original_edges,New_edges,Number_edges_added,Percentage_edges_added
0,BETWEENNESS,0.9521,0.9045,0.4279,0.3019,0.7206,0.6674,103840,104840,1000,0.0006
1,EFFECTIVE_SIZE,0.9521,0.9052,0.4279,0.167,0.7206,0.6539,103840,104840,1000,0.0006
2,BETWEENNESS + JACCARD_COEFFICIENT,0.9521,0.8996,0.4279,0.405,0.7206,0.6654,103840,104840,1000,0.0006
3,BETWEENNESS + ADAMIC_ADAR,0.9521,0.8954,0.4279,0.3983,0.7206,0.6607,103840,104840,1000,0.0006
4,BETWEENNESS + RESOURCE_ALLOCATION,0.9521,0.8969,0.4279,0.3911,0.7206,0.6533,103840,104840,1000,0.0006
5,BETWEENNESS + PREFERENTIAL_ATTACHMENT,0.9521,0.8961,0.4279,0.3896,0.7206,0.6497,103840,104840,1000,0.0006
