,Algorithm,RWC_pre,RWC_post,GMCK_pre,GMCK_post,ForceAtlas_pre,ForceAtlas_post,Original_edges,New_edges,Number_edges_added,Percentage_edges_added
0,BETWEENNESS,0.856,0.8106,0.214,0.1831,0.4732,0.4281,46529,47529,1000,0.0004
1,EFFECTIVE_SIZE,0.856,0.818,0.214,0.0,0.4732,0.4392,46529,47529,1000,0.0004
2,BETWEENNESS + JACCARD_COEFFICIENT,0.856,0.807,0.214,0.129,0.4732,0.4441,46529,47529,1000,0.0004
3,BETWEENNESS + ADAMIC_ADAR,0.856,0.8034,0.214,0.1569,0.4732,0.4467,46529,47529,1000,0.0004
4,BETWEENNESS + RESOURCE_ALLOCATION,0.856,0.8017,0.214,0.1767,0.4732,0.425,46529,47529,1000,0.0004
5,BETWEENNESS + PREFERENTIAL_ATTACHMENT,0.856,0.7997,0.214,0.1168,0.4732,0.4131,46529,47529,1000,0.0004
