,Algorithm,RWC_pre,RWC_post,GMCK_pre,GMCK_post,ForceAtlas_pre,ForceAtlas_post,Original_edges,New_edges,Number_edges_added,Percentage_edges_added
0,BETWEENNESS,0.8832,0.8641,0.2178,0.1191,0.3246,0.3301,84035,85035,1000,0.0002
1,EFFECTIVE_SIZE,0.8832,0.8612,0.2178,0.1181,0.3246,0.2976,84035,85035,1000,0.0002
2,BETWEENNESS + JACCARD_COEFFICIENT,0.8832,0.8495,0.2178,0.1758,0.3246,0.3004,84035,85035,1000,0.0002
3,BETWEENNESS + ADAMIC_ADAR,0.8832,0.85,0.2178,0.1832,0.3246,0.3255,84035,85035,1000,0.0002
4,BETWEENNESS + RESOURCE_ALLOCATION,0.8832,0.8529,0.2178,0.1975,0.3246,0.3042,84035,85035,1000,0.0002
5,BETWEENNESS + PREFERENTIAL_ATTACHMENT,0.8832,0.8528,0.2178,0.1327,0.3246,0.3051,84035,85035,1000,0.0002
