,Algorithm,RWC_pre,RWC_post,GMCK_pre,GMCK_post,ForceAtlas_pre,ForceAtlas_post,Original_edges,New_edges,Number_edges_added,Percentage_edges_added
0,BETWEENNESS,0.5659,0.4531,0.1629,-0.1054,0.1615,0.2302,24328,25328,1000,0.0024
1,EFFECTIVE_SIZE,0.5659,0.4287,0.1629,0.0,0.1615,0.3777,24328,25328,1000,0.0024
2,BETWEENNESS + JACCARD_COEFFICIENT,0.5659,0.4132,0.1629,-0.1187,0.1615,0.1974,24328,25328,1000,0.0024
3,BETWEENNESS + ADAMIC_ADAR,0.5659,0.4302,0.1629,-0.1307,0.1615,0.1502,24328,25328,1000,0.0024
4,BETWEENNESS + RESOURCE_ALLOCATION,0.5659,0.3698,0.1629,-0.1126,0.1615,0.1685,24328,25328,1000,0.0024
5,BETWEENNESS + PREFERENTIAL_ATTACHMENT,0.5659,0.4004,0.1629,-0.1994,0.1615,0.1668,24328,25328,1000,0.0024
